ISO 8601 Time,Dissolved Oxygen (mg/l),Dissolved Oxygen (%),DO Temperature (C),latitude_stop,longitude_stop,latitude_start,longitude_start,depth_stop,depth_start
2020-07-12T02:47:12.000,1.4,11.85,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T03:02:12.000,1.41,11.91,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T03:17:12.000,1.41,11.98,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T03:32:12.000,1.4,11.89,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T03:47:12.000,1.41,11.96,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T04:02:12.000,1.34,11.33,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T04:17:12.000,1.44,12.2,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T04:32:12.000,1.38,11.73,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T04:47:12.000,1.28,10.87,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T05:02:12.000,1.4,11.91,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T05:17:12.000,1.39,11.75,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T05:32:12.000,1.35,11.44,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T05:47:12.000,1.37,11.62,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T06:02:12.000,1.34,11.4,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T06:17:12.000,1.34,11.32,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T06:32:12.000,1.37,11.6,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T06:47:12.000,1.36,11.49,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T07:02:12.000,1.36,11.55,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T07:17:12.000,1.34,11.33,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T07:32:12.000,1.4,11.89,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T07:47:12.000,1.43,12.15,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T08:02:12.000,1.44,12.19,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T08:17:12.000,1.47,12.43,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T08:32:12.000,1.5,12.74,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T08:47:12.000,1.37,11.57,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T09:02:12.000,1.45,12.32,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T09:17:12.000,1.42,12.03,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T09:32:12.000,1.47,12.44,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T09:47:12.000,1.45,12.28,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T10:02:12.000,1.38,11.71,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T10:17:12.000,1.35,11.46,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T10:32:12.000,1.34,11.38,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T10:47:12.000,1.32,11.22,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T11:02:12.000,1.33,11.28,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T11:17:12.000,1.33,11.23,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T11:32:12.000,1.35,11.43,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T11:47:12.000,1.34,11.38,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T12:02:12.000,1.33,11.27,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T12:17:12.000,1.33,11.31,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T12:32:12.000,1.34,11.36,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T12:47:12.000,1.35,11.45,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
